,IP,mount
0,1.1.1.11,1.2.32.12:/xyz7
0,1.1.1.11,1.2.32.12:/xyz10
0,1.1.1.11,1.2.32.12:/xyz11
0,1.1.1.11,1.2.32.12:/xyz6
0,1.1.1.11,1.1.132.15:/abcd_storage7
0,1.1.1.11,1.1.132.15:/abcd_storage1
0,1.1.1.11,1.1.132.15:/abcd_storage2
0,1.1.1.11,1.1.132.15:/abcd_storage3
0,1.1.1.11,1.1.132.15:/abcd_storage4
0,1.1.1.11,1.1.132.15:/abcd_storage5
0,1.1.1.11,1.1.132.15:/abcd_storage6
0,1.1.1.11,1.1.132.15:/abcd_-original
0,1.1.1.11,1.2.32.12:/xyz13
0,1.1.1.11,1.1.132.15:/abcd-
0,1.1.1.11,1.1.132.15:/abcd-1
0,1.1.1.11,1.2.10.210:/PQRST_VMVol19/storage-2
0,1.1.1.11,1.2.10.210:/PQRST_VMVol19/storage-4
0,1.1.1.11,1.2.10.210:/PQRST_VMVOL21/storage-3
0,1.1.1.11,1.2.10.210:/PQRST_VMVol18
0,1.1.1.11,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
1,1.1.1.12,1.2.10.210:/PQRST_186VOL01
1,1.1.1.12,1.2.32.252:/PQRST_185VOL01
1,1.1.1.12,1.2.10.210:/PQRST_BRIC9_VOL01
1,1.1.1.12,1.1.132.15:/abcd-vt-logs
1,1.1.1.12,1.2.10.210:/PQRST_186VOL03
1,1.1.1.12,1.2.10.210:/PQRST_185_186VOL05
1,1.1.1.12,1.2.32.252:/PQRST_BRIC9_TEMPSTOR/
1,1.1.1.12,1.2.10.210:/PQRST_186VOL04
1,1.1.1.12,1.2.10.210:/PQRST_VMVOL03
1,1.1.1.12,1.2.10.210:/PQRST_VMVOL04
1,1.1.1.12,1.2.32.252:/PQRST_185_186VOL04
1,1.1.1.12,1.2.32.252:/PQRST_185VOL02
1,1.1.1.12,1.2.10.210:/PQRST_VMVOL06
1,1.1.1.12,1.2.10.210:/PQRST_VMVOL07
1,1.1.1.12,1.2.10.210:/PQRST_VMVOL09
1,1.1.1.12,1.2.10.210:/PQRST_VMVOL11
1,1.1.1.12,1.2.10.210:/PQRST_VMVOL12
1,1.1.1.12,1.2.10.210:/PQRST_VMVOL13
1,1.1.1.12,1.2.10.210:/PQRST_VMVol15
1,1.1.1.12,1.2.10.210:/PQRST_VMVol16
1,1.1.1.12,1.2.10.210:/PQRST_VMVOL28
1,1.1.1.12,1.2.32.252:/PQRST_VMVOL24
1,1.1.1.12,1.2.10.210:/PQRST_VMVOL29
1,1.1.1.12,1.2.10.210:/PQRST_VMVOL30
1,1.1.1.12,1.2.10.210:/PQRST_VMVOL31
1,1.1.1.12,1.2.10.210:/PQRST_VMVOL32
1,1.1.1.12,1.2.10.210:/PQRST_VMVOL33
1,1.1.1.12,1.2.10.210:/PQRST_VMVOL34
1,1.1.1.12,1.2.10.210:/PQRST_VMVOL35
1,1.1.1.12,1.2.10.210:/PQRST_VMVOL36
1,1.1.1.12,1.2.10.210:/PQRST_VMVOL17
1,1.1.1.12,1.2.10.210:/PQRST_VMVOL38
1,1.1.1.12,1.2.10.210:/PQRST_VMVOL39
1,1.1.1.12,1.2.10.210:/PQRST_VMVOL40
1,1.1.1.12,1.2.10.210:/PQRST_VMVOL41
1,1.1.1.12,1.2.10.210:/PQRST_VMVOL43
1,1.1.1.12,1.2.10.210:/PQRST_VMVOL44
1,1.1.1.12,1.2.10.210:/PQRST_VMVOL45
1,1.1.1.12,1.2.10.210:/PQRST_VMVOL46
2,1.1.1.17,1.2.32.12:/xyz18
2,1.1.1.17,1.2.10.210:/PQRST_VMVOL08
3,1.1.1.19,1.1.132.15:/abcd-
3,1.1.1.19,1.1.132.15:/abcd-1
3,1.1.1.19,1.1.132.15:/dh-publish-dev
3,1.1.1.19,1.2.32.252:/PQRST_VMVOL20/dhcreator-aq
4,1.1.1.25,1.1.2.85://vol2/db3par-backup
5,1.1.1.30,1.2.32.12:/xyz12
6,1.1.1.35,1.1.132.15:/abcd_storage1
6,1.1.1.35,1.1.132.15:/abcd-nas-db-vol1//db-backup-ntss
6,1.1.1.35,1.1.132.15:/abcd-
7,1.1.1.4,1.2.32.12:/xyz7
7,1.1.1.4,1.2.32.12:/xyz10
7,1.1.1.4,1.2.32.12:/xyz11
7,1.1.1.4,1.2.32.12:/xyz6
7,1.1.1.4,1.1.132.15:/abcd-analytics3
7,1.1.1.4,1.2.10.210:/PQRST_VMVol19/storage-2
7,1.1.1.4,1.2.10.210:/PQRST_VMVol19/storage-4
7,1.1.1.4,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
7,1.1.1.4,1.2.10.210:/PQRST_VMVol18
8,1.1.1.40,1.1.132.15:/abcd_storage2
8,1.1.1.40,1.1.132.15:/abcd-analytics1
8,1.1.1.40,1.1.132.15:/abcd-analytics3
8,1.1.1.40,1.1.132.15:/abcd-analytics2
8,1.1.1.40,1.1.132.15:/abcd-analytics1
8,1.1.1.40,1.1.132.15:/abcd-analytics2
8,1.1.1.40,1.1.132.15:/abcd-analytics3
8,1.1.1.40,1.2.10.210:/PQRST_VMVol18
9,1.1.1.43,1.1.132.15:/abcd-nas-db-vol1//db-backup-ntss
9,1.1.1.43,1.1.132.15:/abcd-nas-db-vol1//db-backup-ntss
9,1.1.1.43,1.1.132.15:/abcd-hijkl1
10,1.1.1.45,1.2.32.12:/xyz7
10,1.1.1.45,1.2.32.12:/xyz10
10,1.1.1.45,1.2.32.12:/xyz11
10,1.1.1.45,1.1.132.15:/__vol1
10,1.1.1.45,1.2.32.12:/xyz13
10,1.1.1.45,1.1.132.15:/__vol2
10,1.1.1.45,1.1.132.15:/abcd_storage4
10,1.1.1.45,1.1.132.15:/abcd_storage6
10,1.1.1.45,1.1.132.15:/abcd_storage7
10,1.1.1.45,1.1.132.15:/abcd_storage2
10,1.1.1.45,1.1.132.15:/abcd_storage5
10,1.1.1.45,1.1.132.15:/abcd_storage1
10,1.1.1.45,1.1.132.15:/abcd-
10,1.1.1.45,1.2.10.210:/PQRST_186VOL02
10,1.1.1.45,1.1.132.15:/abcd-1
10,1.1.1.45,1.1.132.15:/abcd_misc1/vt_wap
10,1.1.1.45,1.2.32.252:/PQRST_186VOL01
10,1.1.1.45,1.2.32.252:/PQRST_BRIC9_VOL01
10,1.1.1.45,1.2.32.252:/PQRST_185_186VOL05
10,1.1.1.45,1.2.32.252:/PQRST_186VOL03
10,1.1.1.45,1.2.32.252:/PQRST_186VOL04
10,1.1.1.45,1.2.32.252:/PQRST_VMVOL03
10,1.1.1.45,1.2.32.252:/PQRST_VMVOL04
10,1.1.1.45,1.2.32.252:/PQRST_VMVOL06
10,1.1.1.45,1.2.32.252:/PQRST_VMVOL07
10,1.1.1.45,1.2.32.252:/PQRST_VMVol16
10,1.1.1.45,1.2.32.252:/PQRST_VMVOL28
10,1.1.1.45,1.2.32.252:/PQRST_VMVOL29
10,1.1.1.45,1.2.32.252:/PQRST_VMVOL30
10,1.1.1.45,1.2.32.252:/PQRST_VMVOL31
10,1.1.1.45,1.2.32.252:/PQRST_VMVOL32
10,1.1.1.45,1.2.32.252:/PQRST_VMVOL33
10,1.1.1.45,1.2.32.252:/PQRST_VMVOL34
10,1.1.1.45,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
10,1.1.1.45,1.2.32.252:/PQRST_VMVOL35
10,1.1.1.45,1.2.32.252:/PQRST_VMVOL36
10,1.1.1.45,1.2.32.252:/PQRST_VMVOL17
10,1.1.1.45,1.2.32.252:/PQRST_VMVOL39
10,1.1.1.45,1.2.32.252:/PQRST_VMVOL40
10,1.1.1.45,1.2.32.252:/PQRST_VMVOL41
10,1.1.1.45,1.2.32.252:/PQRST_VMVOL43
10,1.1.1.45,1.2.32.252:/PQRST_VMVOL45
10,1.1.1.45,1.2.32.252:/PQRST_VMVOL46
11,1.1.1.5,1.2.32.12:/xyz7
11,1.1.1.5,1.2.32.12:/xyz10
11,1.1.1.5,1.2.32.12:/xyz11
11,1.1.1.5,1.2.32.12:/xyz6
11,1.1.1.5,1.1.132.15:/abcd_-original
11,1.1.1.5,1.2.10.210:/PQRST_VMVol19/storage-2
11,1.1.1.5,1.2.32.252:/PQRST_VMVol19/storage-4
11,1.1.1.5,1.2.10.210:/PQRST_VMVol18
11,1.1.1.5,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
12,1.1.1.59,1.2.32.12:/xyz12
13,1.1.1.60,1.1.132.15:/abcd-hijkl1
14,1.1.10.10,1.1.132.15:/abcd-nas-db-vol1
15,1.1.10.101,1.1.2.199:/bopt/admin-backup
16,1.1.10.103,1.1.2.199:/bopt/admin-backup
17,1.1.10.106,1.2.32.13:/xyz12
18,1.1.10.114,1.1.132.15:/abcd-1
19,1.1.10.116,1.1.132.15:/abcd_misc1/var/3
19,1.1.10.116,1.1.132.15:/abcd_storage2//data
19,1.1.10.116,1.1.132.15:/abcd-1
20,1.1.10.122,1.1.132.15:/abcd-vt-logs
20,1.1.10.122,1.2.10.210:/PQRST_186VOL01
20,1.1.10.122,1.2.32.252:/PQRST_185VOL01
20,1.1.10.122,1.2.32.252:/PQRST_BRIC9_VOL01
20,1.1.10.122,1.2.10.210:/PQRST_186VOL03
20,1.1.10.122,1.2.10.210:/PQRST_BRIC9_TEMPSTOR/
20,1.1.10.122,1.2.10.210:/PQRST_186VOL04
20,1.1.10.122,1.2.10.210:/PQRST_VMVOL03
20,1.1.10.122,1.2.10.210:/PQRST_VMVOL04
20,1.1.10.122,1.2.10.210:/PQRST_VMVOL06
20,1.1.10.122,1.2.10.210:/PQRST_VMVOL07
20,1.1.10.122,1.2.10.210:/PQRST_VMVOL09
20,1.1.10.122,1.2.10.210:/PQRST_VMVOL11
20,1.1.10.122,1.2.10.210:/PQRST_VMVOL12
20,1.1.10.122,1.2.10.210:/PQRST_VMVOL13
20,1.1.10.122,1.2.10.210:/PQRST_VMVol15
20,1.1.10.122,1.2.10.210:/PQRST_VMVol16
20,1.1.10.122,1.2.10.210:/PQRST_VMVOL28
20,1.1.10.122,1.2.10.210:/PQRST_VMVOL29
20,1.1.10.122,1.2.10.210:/PQRST_VMVOL30
20,1.1.10.122,1.2.10.210:/PQRST_VMVOL31
20,1.1.10.122,1.2.10.210:/PQRST_VMVOL32
20,1.1.10.122,1.2.10.210:/PQRST_VMVOL33
20,1.1.10.122,1.2.10.210:/PQRST_VMVOL34
20,1.1.10.122,1.2.10.210:/PQRST_VMVOL35
20,1.1.10.122,1.2.10.210:/PQRST_VMVOL36
20,1.1.10.122,1.2.10.210:/PQRST_VMVOL17
20,1.1.10.122,1.2.10.210:/PQRST_VMVOL38
20,1.1.10.122,1.2.10.210:/PQRST_VMVOL38
20,1.1.10.122,1.2.10.210:/PQRST_VMVOL39
20,1.1.10.122,1.2.10.210:/PQRST_VMVOL40
20,1.1.10.122,1.2.10.210:/PQRST_VMVOL41
20,1.1.10.122,1.2.10.210:/PQRST_VMVOL43
20,1.1.10.122,1.2.10.210:/PQRST_VMVOL44
20,1.1.10.122,1.2.10.210:/PQRST_VMVOL45
20,1.1.10.122,1.2.10.210:/PQRST_VMVOL46
21,1.1.10.123,1.1.132.15:/abcd-vt-logs
21,1.1.10.123,1.2.32.252:/PQRST_186VOL01
21,1.1.10.123,1.2.32.252:/PQRST_185VOL01
21,1.1.10.123,1.2.32.252:/PQRST_BRIC9_VOL01
21,1.1.10.123,1.2.32.252:/PQRST_186VOL03
21,1.1.10.123,1.2.32.252:/PQRST_BRIC9_TEMPSTOR/
21,1.1.10.123,1.2.32.252:/PQRST_186VOL04
21,1.1.10.123,1.2.32.252:/PQRST_VMVOL03
21,1.1.10.123,1.2.32.252:/PQRST_VMVOL04
21,1.1.10.123,1.2.32.252:/PQRST_VMVOL07
21,1.1.10.123,1.2.32.252:/PQRST_VMVOL06
21,1.1.10.123,1.2.32.252:/PQRST_VMVOL09
21,1.1.10.123,1.2.32.252:/PQRST_VMVOL11
21,1.1.10.123,1.2.32.252:/PQRST_VMVOL12
21,1.1.10.123,1.2.10.210:/PQRST_VMVOL13
21,1.1.10.123,1.2.10.210:/PQRST_VMVol15
21,1.1.10.123,1.2.32.252:/PQRST_VMVol16
21,1.1.10.123,1.2.32.252:/PQRST_VMVOL28
21,1.1.10.123,1.2.32.252:/PQRST_VMVOL29
21,1.1.10.123,1.2.32.252:/PQRST_VMVOL30
21,1.1.10.123,1.2.32.252:/PQRST_VMVOL31
21,1.1.10.123,1.2.32.252:/PQRST_VMVOL32
21,1.1.10.123,1.2.32.252:/PQRST_VMVOL33
21,1.1.10.123,1.2.32.252:/PQRST_VMVOL34
21,1.1.10.123,1.2.32.252:/PQRST_VMVOL35
21,1.1.10.123,1.2.32.252:/PQRST_VMVOL36
21,1.1.10.123,1.2.32.252:/PQRST_VMVOL17
21,1.1.10.123,1.2.32.252:/PQRST_VMVOL38
21,1.1.10.123,1.2.32.252:/PQRST_VMVOL39
21,1.1.10.123,1.2.32.252:/PQRST_VMVOL40
21,1.1.10.123,1.2.32.252:/PQRST_VMVOL41
21,1.1.10.123,1.2.32.252:/PQRST_VMVOL43
21,1.1.10.123,1.2.32.252:/PQRST_VMVOL44
21,1.1.10.123,1.2.32.252:/PQRST_VMVOL45
21,1.1.10.123,1.2.32.252:/PQRST_VMVOL46
22,1.1.10.127,1.1.132.15:/abcd-vt-logs
22,1.1.10.127,1.2.10.210:/PQRST_186VOL01
22,1.1.10.127,1.2.32.252:/PQRST_185VOL01
22,1.1.10.127,1.2.10.210:/PQRST_BRIC9_VOL01
23,1.1.10.128,1.1.132.15:/abcd-vt-logs
23,1.1.10.128,1.2.10.210:/PQRST_186VOL01
23,1.1.10.128,1.2.32.252:/PQRST_185VOL01
23,1.1.10.128,1.2.10.210:/PQRST_BRIC9_VOL01
24,1.1.10.129,1.1.132.15:/abcd-1
25,1.1.10.130,1.1.132.15:/abcd-1
26,1.1.10.132,1.2.32.12:/xyz7
26,1.1.10.132,1.2.32.12:/xyz10
26,1.1.10.132,1.2.32.12:/xyz11
26,1.1.10.132,1.2.32.12:/xyz6
26,1.1.10.132,1.2.10.210:/PQRST_186VOL01
26,1.1.10.132,1.2.10.210:/PQRST_BRIC9_VOL01
26,1.1.10.132,1.2.10.210:/PQRST_186VOL01
26,1.1.10.132,1.2.32.252:/PQRST_185VOL01
26,1.1.10.132,1.2.10.210:/PQRST_BRIC9_VOL01
26,1.1.10.132,1.2.10.210:/PQRST_186VOL03
26,1.1.10.132,1.2.10.210:/PQRST_185_186VOL05
26,1.1.10.132,1.2.32.252:/PQRST_BRIC9_TEMPSTOR/
26,1.1.10.132,1.2.10.210:/PQRST_186VOL04
26,1.1.10.132,1.2.10.210:/PQRST_VMVOL04
26,1.1.10.132,1.2.32.252:/PQRST_VMVOL06
26,1.1.10.132,1.2.32.252:/PQRST_VMVOL07
26,1.1.10.132,1.2.10.210:/PQRST_VMVOL09
26,1.1.10.132,1.2.32.252:/PQRST_VMVOL12
26,1.1.10.132,1.2.32.252:/PQRST_VMVOL11
26,1.1.10.132,1.1.132.15:/abcd-vt-logs
26,1.1.10.132,1.2.32.252:/PQRST_VMVOL13
26,1.1.10.132,1.2.32.252:/PQRST_VMVol15
26,1.1.10.132,1.2.10.210:/PQRST_VMVol16
26,1.1.10.132,1.2.10.210:/PQRST_VMVol19/storage-2
26,1.1.10.132,1.2.32.252:/PQRST_VMVol19/storage-4
26,1.1.10.132,1.2.10.210:/PQRST_VMVOL28
26,1.1.10.132,1.2.10.210:/PQRST_VMVol18
26,1.1.10.132,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
26,1.1.10.132,1.2.10.210:/PQRST_VMVOL29
26,1.1.10.132,1.2.10.210:/PQRST_VMVOL30
26,1.1.10.132,1.2.10.210:/PQRST_VMVOL31
26,1.1.10.132,1.2.10.210:/PQRST_VMVOL32
26,1.1.10.132,1.2.10.210:/PQRST_VMVOL33
26,1.1.10.132,1.2.10.210:/PQRST_VMVOL34
26,1.1.10.132,1.2.10.210:/PQRST_VMVOL35
26,1.1.10.132,1.2.10.210:/PQRST_VMVOL36
26,1.1.10.132,1.2.10.210:/PQRST_VMVOL17
26,1.1.10.132,1.2.10.210:/PQRST_VMVOL39
26,1.1.10.132,1.2.10.210:/PQRST_VMVOL40
26,1.1.10.132,1.2.10.210:/PQRST_VMVOL41
26,1.1.10.132,1.2.10.210:/PQRST_VMVOL43
26,1.1.10.132,1.2.10.210:/PQRST_VMVOL45
26,1.1.10.132,1.2.10.210:/PQRST_VMVOL46
27,1.1.10.14,1.2.32.12:/xyz15
28,1.1.10.140,1.1.132.15:/abcd-nas-db-vol1
29,1.1.10.141,1.2.10.210:/PQRST_185VOL01
29,1.1.10.141,1.2.10.210:/PQRST_185_186VOL03
29,1.1.10.141,1.2.10.210:/PQRST_185_186VOL04
29,1.1.10.141,1.2.10.210:/PQRST_185VOL02
30,1.1.10.142,1.2.32.252:/PQRST_185VOL01
30,1.1.10.142,1.2.32.252:/PQRST_185_186VOL03
30,1.1.10.142,1.2.32.252:/PQRST_185_186VOL04
30,1.1.10.142,1.2.32.252:/PQRST_185VOL02
31,1.1.10.145,1.1.132.15:/abcd-1
31,1.1.10.145,1.1.132.15:/abcd-
31,1.1.10.145,1.1.132.15:/abcd-1
31,1.1.10.145,1.1.132.15:/abcd-
32,1.1.10.149,1.2.10.210:/PQRST_185VOL01
32,1.1.10.149,1.2.10.210:/PQRST_185_186VOL03
32,1.1.10.149,1.2.10.210:/PQRST_185_186VOL04
32,1.1.10.149,1.2.10.210:/PQRST_185VOL02
33,1.1.10.15,1.2.32.12:/xyz15
34,1.1.10.150,1.2.10.210:/PQRST_185VOL01
34,1.1.10.150,1.2.10.210:/PQRST_185_186VOL03
34,1.1.10.150,1.2.10.210:/PQRST_185_186VOL04
34,1.1.10.150,1.2.10.210:/PQRST_185VOL02
35,1.1.10.151,1.1.132.15:/abcd-1
35,1.1.10.151,1.2.32.252:/PQRST_VMVol18
36,1.1.10.152,1.1.132.15:/abcd-1
36,1.1.10.152,1.2.32.252:/PQRST_VMVol18
37,1.1.10.154,1.1.132.15:/abcd-1
37,1.1.10.154,1.2.32.252:/PQRST_VMVol18
38,1.1.10.155,1.1.132.15:/abcd-1
38,1.1.10.155,1.2.32.252:/PQRST_VMVol18
39,1.1.10.158,1.1.132.15:/abcd-1
39,1.1.10.158,1.2.32.252:/PQRST_VMVol18
40,1.1.10.159,1.1.132.15:/abcd-1
40,1.1.10.159,1.2.32.252:/PQRST_VMVol18
41,1.1.10.16,1.2.32.12:/xyz15
42,1.1.10.160,1.1.132.15:/abcd-1
42,1.1.10.160,1.2.32.252:/PQRST_VMVol18
43,1.1.10.161,1.1.132.15:/abcd-1
43,1.1.10.161,1.2.32.252:/PQRST_VMVol18
44,1.1.10.162,1.1.132.15:/abcd-1
44,1.1.10.162,1.2.32.252:/PQRST_VMVol18
45,1.1.10.163,1.1.132.15:/abcd-1
45,1.1.10.163,1.2.32.252:/PQRST_VMVol18
46,1.1.10.164,1.1.132.15:/abcd-1
46,1.1.10.164,1.2.32.252:/PQRST_VMVol18
47,1.1.10.165,1.1.132.15:/abcd-1
47,1.1.10.165,1.2.32.252:/PQRST_VMVol18
48,1.1.10.166,1.1.132.15:/abcd-1
48,1.1.10.166,1.2.32.252:/PQRST_VMVol18
49,1.1.10.167,1.1.132.15:/abcd-1
49,1.1.10.167,1.2.32.252:/PQRST_VMVol18
50,1.1.10.168,1.1.132.15:/abcd-1
50,1.1.10.168,1.2.32.252:/PQRST_VMVol18
51,1.1.10.169,1.1.132.15:/abcd-vt-logs
51,1.1.10.169,1.2.32.252:/PQRST_BRIC9_TEMPSTOR/
52,1.1.10.170,1.2.32.252:/PQRST_BRIC9_TEMPSTOR/
52,1.1.10.170,1.1.132.15:/abcd-vt-logs
53,1.1.10.171,1.1.132.15:/abcd-1
53,1.1.10.171,1.2.32.252:/PQRST_VMVol18
54,1.1.10.172,1.1.132.15:/abcd-1
54,1.1.10.172,1.2.32.252:/PQRST_VMVol18
55,1.1.10.173,1.1.132.15:/abcd-1
55,1.1.10.173,1.2.32.252:/PQRST_VMVol18
56,1.1.10.174,1.1.132.15:/abcd-1
56,1.1.10.174,1.2.32.252:/PQRST_VMVol18
57,1.1.10.175,1.1.132.15:/abcd-1
57,1.1.10.175,1.2.32.252:/PQRST_VMVol18
58,1.1.10.176,1.1.132.15:/abcd-1
58,1.1.10.176,1.2.32.252:/PQRST_VMVol18
59,1.1.10.177,1.1.132.15:/abcd-1
59,1.1.10.177,1.2.32.252:/PQRST_VMVol18
60,1.1.10.178,1.1.132.15:/abcd-1
60,1.1.10.178,1.2.32.252:/PQRST_VMVol18
61,1.1.10.179,1.1.132.15:/abcd-1
61,1.1.10.179,1.2.32.252:/PQRST_VMVol18
62,1.1.10.180,1.1.132.15:/abcd-1
62,1.1.10.180,1.2.32.252:/PQRST_VMVol18
63,1.1.10.181,1.1.132.15:/abcd-1
63,1.1.10.181,1.2.32.252:/PQRST_VMVol18
64,1.1.10.182,1.1.132.15:/abcd-1
64,1.1.10.182,1.2.32.252:/PQRST_VMVol18
65,1.1.10.183,1.1.132.15:/abcd-1
65,1.1.10.183,1.2.32.252:/PQRST_VMVol18
66,1.1.10.184,1.1.132.15:/abcd-1
66,1.1.10.184,1.2.32.252:/PQRST_VMVol18
67,1.1.10.185,1.1.132.15:/abcd-1
67,1.1.10.185,1.2.32.252:/PQRST_VMVol18
68,1.1.10.186,1.1.132.15:/abcd-1
68,1.1.10.186,1.2.32.252:/PQRST_VMVol18
69,1.1.10.187,1.1.132.15:/abcd-1
69,1.1.10.187,1.2.32.252:/PQRST_VMVol18
70,1.1.10.188,1.1.132.15:/abcd-1
70,1.1.10.188,1.2.32.252:/PQRST_VMVol18
71,1.1.10.189,1.1.132.15:/abcd-1
71,1.1.10.189,1.2.32.252:/PQRST_VMVol18
72,1.1.10.190,1.1.132.15:/abcd-1
72,1.1.10.190,1.2.32.252:/PQRST_VMVol18
73,1.1.10.191,1.1.132.15:/abcd-1
73,1.1.10.191,1.2.32.252:/PQRST_VMVol18
74,1.1.10.192,1.1.132.15:/abcd-1
74,1.1.10.192,1.2.32.252:/PQRST_VMVol18
75,1.1.10.193,1.1.132.15:/abcd-1
75,1.1.10.193,1.2.32.252:/PQRST_VMVol18
76,1.1.10.194,1.1.132.15:/abcd-1
76,1.1.10.194,1.2.32.252:/PQRST_VMVol18
77,1.1.10.195,1.1.132.15:/abcd-1
77,1.1.10.195,1.2.32.252:/PQRST_VMVol18
78,1.1.10.197,1.1.132.15:/abcd-vh-dev/dh
79,1.1.10.198,1.1.132.15:/abcd-vh-dev/dh
80,1.1.10.199,1.1.132.15:/abcd-vh-dev/dh
81,1.1.10.214,1.2.32.12:/xyz13
82,1.1.10.219,0.0.0.33:/xyz18
83,1.1.10.220,0.0.0.33:/xyz18
84,1.1.10.221,0.0.0.33:/xyz18
85,1.1.10.222,0.0.0.33:/xyz18
86,1.1.10.223,1.2.32.12:/xyz7
86,1.1.10.223,1.2.32.12:/xyz10
86,1.1.10.223,1.2.32.12:/xyz11
86,1.1.10.223,1.2.32.12:/xyz6
87,1.1.10.224,1.2.32.12:/xyz7
87,1.1.10.224,1.2.32.12:/xyz10
87,1.1.10.224,1.2.32.12:/xyz11
87,1.1.10.224,1.2.32.12:/xyz6
88,1.1.10.225,1.2.32.12:/xyz11
88,1.1.10.225,1.2.32.12:/xyz6
88,1.1.10.225,1.2.32.12:/xyz10
88,1.1.10.225,1.2.32.12:/xyz7
89,1.1.10.243,1.1.132.15:/abcd-1
90,1.1.10.25,1.1.132.15:/abcd-1
91,1.1.10.250,1.1.132.15:/abcd-1
92,1.1.10.36,1.1.132.15:/abcd-1
93,1.1.10.40,1.1.132.15:/abcd-1
94,1.1.10.43,1.1.132.15:/abcd-1
95,1.1.10.47,1.1.132.15:/abcd-1
96,1.1.10.48,1.1.132.15:/abcd-1
97,1.1.10.49,1.1.132.15:/abcd-1
98,1.1.10.58,1.1.132.15:/abcd-1
99,1.1.10.59,1.1.132.15:/abcd-1
100,1.1.10.70,1.1.2.199:/bopt/admin-backup
101,1.1.132.11,1.2.32.252:/PQRST_185VOL01
101,1.1.132.11,1.2.32.252:/PQRST_185_186VOL03
101,1.1.132.11,1.2.32.252:/PQRST_185_186VOL04
101,1.1.132.11,1.2.32.252:/PQRST_185VOL02
102,1.1.132.113,1.2.32.12:/xyz7
102,1.1.132.113,1.2.32.12:/xyz10
102,1.1.132.113,1.2.32.12:/xyz6
102,1.1.132.113,1.1.132.15:/abcd_-original
102,1.1.132.113,1.2.32.13:/xyz11
102,1.1.132.113,1.2.32.252:/PQRST_VMVol19/storage-2
102,1.1.132.113,1.2.32.252:/PQRST_VMVol19/storage-4
102,1.1.132.113,1.2.32.252:/PQRST_VMVol18
102,1.1.132.113,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
103,1.1.132.114,1.2.32.12:/xyz7
103,1.1.132.114,1.2.32.12:/xyz10
103,1.1.132.114,1.2.32.12:/xyz6
103,1.1.132.114,1.1.132.15:/abcd_-original
103,1.1.132.114,1.2.32.13:/xyz11
103,1.1.132.114,1.2.32.252:/PQRST_VMVol19/storage-2
103,1.1.132.114,1.2.32.252:/PQRST_VMVol19/storage-4
103,1.1.132.114,1.2.32.252:/PQRST_VMVol18
103,1.1.132.114,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
104,1.1.132.115,1.2.32.12:/xyz7
104,1.1.132.115,1.2.32.12:/xyz10
104,1.1.132.115,1.2.32.12:/xyz6
104,1.1.132.115,1.1.132.15:/abcd_-original
104,1.1.132.115,1.2.32.13:/xyz11
104,1.1.132.115,1.2.32.252:/PQRST_VMVol19/storage-2
104,1.1.132.115,1.2.32.252:/PQRST_VMVol19/storage-4
104,1.1.132.115,1.2.32.252:/PQRST_VMVol18
104,1.1.132.115,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
105,1.1.132.132,1.2.32.252:/PQRST_186VOL01
105,1.1.132.132,1.2.32.252:/PQRST_BRIC9_VOL01
105,1.1.132.132,1.2.32.252:/PQRST_VMVOL22/analytics-buzz
106,1.1.132.133,1.1.132.15:/abcd-vt-logs
106,1.1.132.133,1.2.32.252:/PQRST_186VOL01
107,1.1.132.134,1.1.132.15:/abcd-vt-logs
107,1.1.132.134,1.2.32.252:/PQRST_186VOL01
107,1.1.132.134,1.2.32.252:/PQRST_BRIC9_VOL01
108,1.1.132.154,1.1.132.15:/abcd_misc1/vt_wap
108,1.1.132.154,1.1.132.15:/abcd-vt-aq
109,1.1.132.155,1.2.32.252:/PQRST_VMVOL08
110,1.1.132.156,1.2.32.12:/xyz7
110,1.1.132.156,1.2.32.12:/xyz10
110,1.1.132.156,1.2.32.12:/xyz11
110,1.1.132.156,1.2.32.12:/xyz6
110,1.1.132.156,1.2.32.252:/PQRST_186VOL01
110,1.1.132.156,1.2.32.252:/PQRST_BRIC9_VOL01
110,1.1.132.156,1.2.32.252:/PQRST_186VOL03
110,1.1.132.156,1.2.32.252:/PQRST_186VOL04
110,1.1.132.156,1.2.32.252:/PQRST_VMVOL03
110,1.1.132.156,1.2.32.252:/PQRST_VMVOL04
110,1.1.132.156,1.2.32.252:/PQRST_VMVOL06
110,1.1.132.156,1.2.32.252:/PQRST_VMVOL07
110,1.1.132.156,1.2.32.252:/PQRST_VMVOL09
110,1.1.132.156,1.2.32.252:/PQRST_VMVOL11
110,1.1.132.156,1.2.32.252:/PQRST_VMVOL12
110,1.1.132.156,1.2.32.252:/PQRST_185VOL01
110,1.1.132.156,1.2.32.252:/PQRST_BRIC9_TEMPSTOR/
110,1.1.132.156,1.2.32.252:/PQRST_185_186VOL05
